Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
Carcinogenesis	271/4065	5.16125038207128e-13	1.1798618373415e-10	271	0.0666666666666667	CDA;SERPINE2;ENO1;MKI67;CDC20;BPIFA1;VSIG1;CHEK1;PCLAF;EPHB2;SOX4;IER3;KRT8;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;PLPP4;IL23A;DDIT4;KIF20A;HPRT1;PRR11;HOXB7;CFB;PTGES;TSTA3;CDCA3;CRABP2;PRKDC;MAGED1;CSTF2;CDCA7;TGFA;SKA3;IQGAP3;HIF1A;SKA1;CYP27B1;LDHA;S100A16;SFN;CDT1;ST14;PLK1;CDC6;SRPK1;CCT6A;FERMT1;ANLN;TPX2;GJB2;COL1A2;AKR1B10;NMU;FAT1;PAEP;CD27;HIST1H4H;SFXN1;CD24;EZH2;APOBEC3B;TOP2A;FKBP10;GPI;FEN1;KIF14;SLC7A11;PRSS22;WFDC2;UCHL1;CTSK;ENC1;PBK;RAC3;MUC13;TIMP1;DLGAP5;CEP55;DUSP4;PARP1;NME1;MMP11;SLC7A5;TOX3;MMP14;CEACAM1;MMP13;CDCP1;CEACAM5;DEPDC1;KIF2C;TFF1;ANGPTL4;AFAP1-AS1;PCNA;COL11A1;PVT1;TMPRSS4;TYMS;CENPA;RECQL4;PAK1;CST1;EPCAM;AGR2;SPP1;CYTOR;CCL19;XDH;SPDEF;GINS1;NQO1;AOC1;CENPW;GOLM1;CCL20;CDKN2A;ATAD2;SULF1;AGT;BYSL;BOP1;CENPH;ZDHHC9;FAP;KRT17;KIF26B;TACC3;ZNF217;F2RL1;HDGF;RAMP1;CDKN3;MAD2L1;FOXA1;TNC;BUB1B;CXCL14;COMP;LAPTM4B;DEPTOR;PTTG1;PLAU;CDH1;NUSAP1;NEK2;KPNA2;PHLDA2;PITX1;S100A2;IGFBP3;IGHV1-12;CDC25C;ILF2;MELK;CCNE1;DKC1;EEF1A2;FSCN1;TIMELESS;ADAM8;PKP3;CARD11;XPR1;COL17A1;CEMIP;RASAL1;FUT2;EFNA5;CCNB2;FUT8;CCNB1;ADGRG1;UBD;EIF4EBP1;CLSPN;STRA6;TFAP2A;HSPA5;UBE2C;TFPI2;IDH2;HMGA1;ASNS;FBXO32;NDC80;GGCT;GCLC;DAP;EFNA3;KIF18B;UBE2S;UBE2T;KIF4A;COL5A2;NFE2L3;LCN2;CDK1;MELTF;MUC20;TMEM45B;KDM5B;MCM7;FHL2;SLC2A1;HMGB3;SIX1;FOXM1;CKS1B;MRPL3;MDK;EXO1;MB;MYBL2;CA9;DSP;ABCC3;GPX2;MMP7;MMP1;PLA2G4A;LSR;MMP9;ETV4;CKAP4;CCNA2;GREM1;VCAN;PKM;AIM2;TRAF4;ESPL1;BIRC5;MCM4;DSG2;GAPDH;MCM2;RGS17;UHRF1;TTK;THBS2;AURKB;AURKA;HSPD1;ALDH1B1;SPOCK1;E2F3;MUC4;BUB1;E2F8;CTHRC1;GALNT7;GALNT6;MARCKSL1;RRM2;SMOX;STYK1;MUC5B;SHCBP1;TBX15;CYP24A1;RAD51;PRC1;PSAT1;POU2AF1;IL2RA;P4HB;NECTIN4
Colonic Neoplasms	81/778	1.29468542384719e-12	2.75094443697972e-10	81	0.104113110539846	TOP2A;KDM5B;ITGB4;SLC2A1;ENO1;MKI67;LOXL2;LAPTM4B;MDK;PLAU;CDH1;CHEK1;TIMP1;KPNA2;EPHB2;PRSS2;CEP55;POSTN;SPINK1;MMP7;PARP1;ITGA2;IGFBP3;PLA2G4A;LSR;MMP9;SERPINB5;RUNX2;NME1;MMP12;MMP14;PCP4;CEACAM1;MMP13;PKM;AIM2;CEACAM5;FSCN1;BIRC5;HPRT1;GAPDH;MCM2;LTF;CEMIP;DTYMK;PCNA;UHRF1;TGFA;RASAL1;TYMS;HIF1A;AURKA;CYP27B1;CCNB1;CST1;ORC6;ALDH1B1;EPCAM;SPP1;GCNT3;SPDEF;STRA6;TFAP2A;NQO1;HSPA5;UBE2C;CDKN2A;CCL20;SLC52A2;PLK1;SULF1;CP;SRPK1;FERMT1;BCL9;GCLC;ZDHHC9;FAT1;LCN2;SAA1;F2RL1
Primary malignant neoplasm	98/1032	1.29965878912428e-12	2.75094443697972e-10	98	0.0949612403100775	FOXA1;CCNF;TNC;PLOD2;ENO1;PTTG1;CDH1;CHEK1;EPHB2;SOX4;WDHD1;RUNX2;CLDN3;SFRP2;PTGES;CDCA3;PRKDC;MAGED1;CDCA5;LYPD1;LYPD3;BLACAT1;HIF1A;ADGRG1;LDHA;PMAIP1;CLSPN;STRA6;HSPA5;UBE2C;CBX3;PLK1;IDH2;HMGA1;SRPK1;GGCT;NET1;COL5A2;NMU;LCN2;CD27;CD24;EZH2;APOBEC3B;TOP2A;FEN1;ITGB4;SLC2A1;SIX1;KIF11;SLC7A11;FOXM1;UCHL1;PBK;TPI1;PARP1;TNFRSF18;H2AFX;PLA2G4A;MMP9;GREM1;SLC7A5;CEACAM1;PKM;AIM2;TRAF4;CEACAM5;DEPDC1;ANGPTL4;PCNA;UHRF1;PVT1;TMPRSS4;TTK;TYMS;AURKA;RECQL4;PAK1;NT5E;SRPX2;CDC45;EPCAM;SPP1;CYTOR;NQO1;EGLN3;CCL20;CDKN2A;ATAD2;CYP24A1;RAD51;FAP;PRC1;IL2RA;KIF26B;TACC3;F2RL1;CDKN3
Carcinoma of bladder	106/1162	1.78447676937528e-12	3.64224454892134e-10	106	0.0912220309810671	FOXA1;TNC;CXCL13;MKI67;LOXL1;CDC20;CDH1;CHEK1;KPNA2;SLC16A3;SOX4;POSTN;SPINK1;IGFBP3;KRT8;PDIA6;CLDN4;CCNE1;IL23A;FSCN1;HPRT1;PRKDC;GPR87;TGFA;HIF1A;CCNB2;CCNB1;LDHA;IRAK1;SFN;ST14;TFPI2;PLK1;HMGA1;FERMT1;TPX2;GCLC;GJB2;DAP;COL1A2;COL5A2;NMU;LCN2;CDK1;CD27;SFXN1;CD24;EZH2;TOP2A;KDM5B;ST6GALNAC1;MCM7;SLC2A1;HMGB3;SLC7A11;FOXM1;MDK;PBK;CA9;TIMP1;CEP55;ABCC3;MMP7;PARP1;MMP1;SLC39A11;MMP9;SERPINB5;CKAP4;NME1;MMP12;MMP11;MMP14;VCAN;CEACAM1;MMP13;CEACAM5;DEPDC1;BIRC5;DBN1;PCNA;UHRF1;PVT1;TTK;TYMS;AURKA;HSPD1;PAK1;NT5E;EPCAM;AGR2;E2F3;SPDEF;CENPU;NQO1;MARCKSL1;AOC1;RRM2;CDKN2A;MUC5B;AGT;RAD51;PRC1;TACC3;NECTIN4;MAD2L1
Malignant neoplasm of prostate	225/3239	2.16912355092533e-12	4.2746693425994e-10	225	0.069465884532263	JPT1;SERPINE2;ENO1;MKI67;IL4I1;CREB3L4;CHEK1;RCC1;EPHB2;TNS4;PRSS2;SOX4;HES6;PAQR4;KRT8;P3H4;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;DDIT4;HPRT1;PTGES;CRABP2;PRKDC;TGFA;THY1;SKA3;HIF1A;CYP27B1;NLN;LDHA;PRDX4;S100A16;SFN;PLEK2;KCNN4;ARSE;PROM2;ST14;PLK1;PYCR1;CDC6;ZWINT;PKIB;TPX2;GJB2;SLC6A8;TCN1;FAT1;PAEP;HIST1H4H;CD24;EZH2;TOP2A;FEN1;KIF14;UCHL1;CTSK;NUF2;PBK;RAC3;TIMP1;DLGAP5;CEP55;PARP1;SERPINB5;NME1;MMP11;SLC7A5;MMP14;CEACAM1;MMP13;CDCP1;CEACAM5;DEPDC1;MZB1;TFF1;ANGPTL4;DBN1;DTYMK;PCNA;PVT1;TYMS;RECQL4;ADAM28;PAK1;NT5E;CST1;EPCAM;AGR2;SPP1;CCL19;SPDEF;GINS1;NQO1;EGLN3;BIK;GOLM1;CCL20;CDKN2A;ATAD2;AKR1C2;AGT;CENPF;FAP;ZNF217;F2RL1;HDGF;RAMP1;LGR4;FOXA3;CDKN3;FOXA1;TNC;CXCL13;CXCL14;LAPTM4B;CDH3;PTTG1;PLAU;CDH1;TUBB3;NUSAP1;KPNA2;PITX1;SLC16A3;LARGE2;SPINK1;S100A2;IGFBP3;CDC25C;MELK;DKC1;EEF1A2;FSCN1;ADAM8;PKP3;HIST1H2BG;STEAP1;STEAP2;XPR1;LRRC59;STK39;HMMR;FUT8;CCNB1;IRAK1;EIF4EBP1;PMAIP1;TFAP2A;HSPA5;SRD5A1;UBE2C;CBX3;SLC52A2;CBX2;TFPI2;SRD5A3;HMGA1;EPHX3;GCLC;COL5A1;UBE2T;CPD;LCN2;CDK1;KDM5B;MCM7;FHL2;SLC2A1;FOXM1;CKS1B;MDK;EXO1;MB;ABCC3;GPX2;MMP7;MMP1;ITGA2;H2AFX;PLA2G4A;MMP9;ETV4;CKAP4;CCNA2;ASPM;VCAN;PKM;AIM2;BIRC5;DSG2;GAPDH;TNFRSF21;MCM2;LTF;RGS17;COL15A1;CANT1;UHRF1;THBS2;AURKB;AURKA;HSPD1;SPOCK1;E2F3;MUC4;BUB1;MARCKSL1;RRM2;SPAG5;TPBG;STYK1;PRRX2;LIMK1;DONSON;MUC5B;TBX15;CYP24A1;RAD51;PSAT1;IL2RA;P4HB
Lung Neoplasms	106/1177	3.93692352061757e-12	7.49983930677647e-10	106	0.0900594732370433	FOXA1;TNC;MKI67;CXCL14;BPIFA1;PLAU;CDH1;TUBB3;CHEK1;TNS4;SOX4;S100A2;IGFBP3;KRT8;RUNX2;CCNE1;ADAM12;ADAM8;HPRT1;PTGES;PRKDC;CDCA8;TGFA;LYPD3;HIF1A;CCNB2;CYP27B1;LDHA;CHST15;SFN;FAM83A;HSPA5;UBE2C;SLC52A2;CBX2;TFPI2;PLK1;HMGA1;FERMT1;TPX2;GCLC;GJB2;DAP;AKR1B10;UBE2T;NMU;CD24;SERINC2;EZH2;FEN1;ITGB4;HILPDA;KIF14;SLC2A1;FOXM1;UCHL1;EXO1;CA9;TK1;DSP;ABCC3;MMP7;PARP1;MMP1;ITGA2;KIF23;MMP9;ETV4;SERPINB5;NME1;MMP12;SLC7A5;MMP14;CEACAM1;MMP13;PKM;CDCP1;AIM2;ESPL1;CEACAM5;BIRC5;GAPDH;LTF;RGS17;PCNA;TMPRSS4;TYMS;AURKB;AURKA;ADAM28;P2RY6;EPCAM;SPP1;E2F3;MUC4;BUB1;NQO1;MARCKSL1;IL37;CDKN2A;STYK1;CYP24A1;RAD51;F2RL1;HDGF;MAD2L1
Mammary Neoplasms, Human	58/476	4.71884730831257e-12	8.69942334419559e-10	58	0.121848739495798	TOP2A;FOXA1;CDA;GPI;FHL2;SLC2A1;ENO1;FOXM1;MKI67;LOXL2;CDH1;TUBB3;EXO1;CHEK1;HIST1H1C;GPX2;PARP1;MMP1;H2AFX;KRT8;PLA2G4A;ETV4;MMP9;SERPINB5;TOX3;CLDN4;MMP14;SFRP2;CCNE1;BIRC5;ANGPTL4;ALDOA;HIST1H2BC;HIST1H2BK;HMMR;TYMS;HIF1A;AURKA;PAK1;SPP1;AGR2;RAD54L;CCT5;TFAP2A;NQO1;CDKN2A;CCL20;UBE2C;TFPI2;SYNJ2;CENPF;RAD51;CYP24A1;PRC1;PAEP;MNX1-AS1;EZH2;APOBEC3B
Prostate carcinoma	218/3145	6.846168388582e-12	1.22268288564832e-09	218	0.0693163751987281	JPT1;SERPINE2;ENO1;MKI67;IL4I1;CREB3L4;CHEK1;PCLAF;RCC1;PTGFRN;EPHB2;TNS4;PRSS2;SOX4;HES6;KRT8;P3H4;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;DDIT4;HPRT1;PTGES;CRABP2;PRKDC;MAGED1;TGFA;THY1;SKA3;HIF1A;CYP27B1;NLN;LDHA;PRDX4;S100A16;SFN;KCNN4;ARSE;PROM2;ST14;PLK1;PYCR1;CDC6;ZWINT;PKIB;TPX2;GJB2;SLC6A8;TCN1;FAT1;PAEP;SFXN1;CD24;EZH2;TOP2A;FEN1;KIF14;TUBA1C;UCHL1;CTSK;NUF2;PBK;RAC3;TIMP1;DLGAP5;CEP55;PARP1;SERPINB5;NME1;MMP11;SLC7A5;MMP14;CEACAM1;MMP13;CDCP1;CEACAM5;DEPDC1;MZB1;TFF1;ANGPTL4;DBN1;DTYMK;PCNA;PVT1;TYMS;RECQL4;PAK1;NT5E;EPCAM;AGR2;SPP1;CCL19;SPDEF;GINS1;NQO1;EGLN3;BIK;GOLM1;CCL20;CDKN2A;ATAD2;AKR1C2;AGT;CENPF;FAP;ZNF217;F2RL1;HDGF;RAMP1;LGR4;CDKN3;FOXA1;TNC;CXCL13;CXCL14;LAPTM4B;CDH3;PTTG1;PLAU;CDH1;TUBB3;NUSAP1;KPNA2;PITX1;SLC16A3;LARGE2;SPINK1;S100A2;IGFBP3;CDC25C;MELK;DKC1;EEF1A2;FSCN1;ADAM8;STEAP1;STEAP2;XPR1;LRRC59;STK39;HMMR;FUT8;CCNB1;IRAK1;EIF4EBP1;PMAIP1;TFAP2A;HSPA5;SRD5A1;UBE2C;CBX3;SLC52A2;CBX2;TFPI2;SRD5A3;HMGA1;EPHX3;GGCT;GCLC;UBE2T;CPD;LCN2;CDK1;KDM5B;MCM7;FHL2;SLC2A1;FOXM1;MDK;EXO1;MB;CA9;ABCC3;GPX2;MMP7;MMP1;ITGA2;H2AFX;PLA2G4A;MMP9;ETV4;CKAP4;CCNA2;ASPM;VCAN;PKM;AIM2;BIRC5;DSG2;GAPDH;MCM2;LTF;RGS17;CANT1;UHRF1;THBS2;AURKB;AURKA;HSPD1;SPOCK1;E2F3;MUC4;BUB1;MARCKSL1;RRM2;SPAG5;STYK1;PRRX2;LIMK1;DONSON;MUC5B;TBX15;CYP24A1;RAD51;PSAT1;IL2RA
Malignant neoplasm of urinary bladder	103/1144	8.36411397133929e-12	1.44851246503649e-09	103	0.090034965034965	FOXA1;MKI67;LOXL1;CDC20;PLAU;CDH1;CHEK1;KPNA2;SLC16A3;SOX4;KRT6A;POSTN;SPINK1;IGFBP3;PDIA6;CCNE1;ADAM12;FSCN1;PRKDC;GPR87;HIF1A;CCNB2;CCNB1;LDHA;IRAK1;SFN;ST14;TFPI2;PLK1;HMGA1;FERMT1;GCLC;GJB2;DAP;COL1A2;COL5A2;NMU;LCN2;CDK1;CD27;SFXN1;CD24;EZH2;APOBEC3B;TOP2A;KDM5B;ST6GALNAC1;MCM7;SLC2A1;HMGB3;SLC7A11;FOXM1;MDK;PBK;CA9;TIMP1;CEP55;ABCC3;MMP7;PARP1;MMP1;SLC39A11;MMP9;SERPINB5;CKAP4;NME1;MMP12;MMP11;MMP14;VCAN;CEACAM1;MMP13;ESPL1;CEACAM5;DEPDC1;BIRC5;DBN1;PCNA;UHRF1;PVT1;TTK;TYMS;AURKA;PAK1;NT5E;EPCAM;AGR2;E2F3;CENPU;NQO1;MARCKSL1;AOC1;RRM2;CDKN2A;MUC5B;AGT;RAD51;PRC1;KRT16;KRT15;TACC3;NECTIN4;MAD2L1
Bladder Neoplasm	107/1217	1.34005751381635e-11	2.25247902690014e-09	107	0.0879211175020542	FOXA1;MKI67;LOXL1;CDC20;PLAU;CDH1;CHEK1;KPNA2;SLC16A3;SOX4;POSTN;SPINK1;IGFBP3;PDIA6;SFRP4;CLDN4;SFRP2;CCNE1;FSCN1;PRKDC;GPR87;HIF1A;CCNB2;CYP27B1;CCNB1;IRAK1;SFN;ST14;HSPA5;TFPI2;PLK1;HMGA1;FERMT1;GCLC;GJB2;DAP;COL1A2;COL5A2;NMU;LCN2;CDK1;CD27;SFXN1;CD24;EZH2;APOBEC3B;TOP2A;KDM5B;ST6GALNAC1;MCM7;SLC2A1;SLC7A11;FOXM1;MDK;PBK;CA9;TIMP1;CEP55;ABCC3;MMP7;PARP1;MMP1;SLC39A11;MMP9;SERPINB5;CKAP4;NME1;MMP12;MMP11;MMP14;VCAN;CEACAM1;MMP13;ESPL1;CEACAM5;DEPDC1;BIRC5;DBN1;MCM2;PCNA;UHRF1;PVT1;TTK;TYMS;AURKA;PAK1;NT5E;EPCAM;AGR2;E2F3;BUB1;CENPU;NQO1;MARCKSL1;AOC1;RRM2;CDKN2A;AKR1C2;MUC5B;AGT;RAD51;PRC1;KRT16;TACC3;ZNF217;NECTIN4;MAD2L1
Solid Neoplasm	82/840	2.6087181874393e-11	4.2596641260616e-09	82	0.0976190476190476	CDA;KIF14;SLC2A1;FOXM1;LOXL2;LAPTM4B;UCHL1;MB;MDK;PLAU;CDH1;TUBB3;CHEK1;PCLAF;CA9;EPHB2;POSTN;SPINK1;MMP7;PARP1;IGFBP3;H2AFX;CDC25C;ETV4;MMP9;RUNX2;NME1;CLDN4;MMP14;CLDN3;MMP13;SFRP2;CDCP1;TNNT1;CEACAM5;EEF1A2;FSCN1;KIF2C;TFF1;HPRT1;GAPDH;DTYMK;TGFA;TTK;HMMR;TYMS;HIF1A;AURKB;AURKA;RECQL4;CYP27B1;NT5E;IGKC;EPCAM;UBD;SPP1;EIF4EBP1;PRAME;CLSPN;BUB1;MUC4;CTHRC1;NQO1;MARCKSL1;HSPA5;UBE2C;CDKN2A;TFPI2;PLK1;IDH2;ASNS;AGT;CYP24A1;FAP;IL2RA;FAT1;LCN2;PAEP;CD24;EZH2;CDKN3;APOBEC3B
Liver carcinoma	239/3593	3.1207197951546e-11	4.95414267480792e-09	239	0.0665182298914556	CDA;ENO1;MKI67;CDC20;BPIFA1;BAIAP2L1;CHEK1;PCLAF;EPHB2;SOX4;HES6;WDHD1;KRT8;RUNX2;SFRP4;CLDN4;CLDN3;SFRP2;IL23A;HPRT1;HOXB7;PTGES;CDCA3;SHMT2;PRKDC;TGFA;THY1;IQGAP3;HIF1A;CYP27B1;NLN;LDHA;RACGAP1;SFN;RPL39L;IGKV3-7;PLK1;CDC6;CP;SRPK1;COL1A1;NET1;FERMT1;ANLN;TPX2;GJB2;COL1A2;AKR1B10;FAT1;PAEP;HIST1H4H;CD24;EZH2;APOBEC3B;TOP2A;GPI;FEN1;KIF14;HNF4G;PTPRH;PRSS22;UCHL1;ATIC;PBK;TIMP1;DLGAP5;CEP55;CCT3;TPI1;PARP1;KIF23;SERPINB5;NME1;MMP12;MMP11;SLC7A5;CLDN10;MMP14;CEACAM1;MMP13;CEACAM5;MZB1;TFF1;ANGPTL4;AFAP1-AS1;PCNA;PVT1;TMPRSS4;TYMS;CENPA;ADAM28;PAK1;NT5E;SRPX2;EPCAM;AGR2;SPP1;CYTOR;GCNT3;PRAME;CCL19;SPDEF;NQO1;EGLN3;GOLM1;IL37;CCL20;CDKN2A;ATAD2;AKR1C2;SULF1;AGT;VMP1;FAP;ADM2;SAA1;F2RL1;HDGF;SPC24;CDKN3;MAD2L1;FOXA1;GALNT14;CHPF;GMNN;BUB1B;PLOD2;LOXL2;LAPTM4B;PTTG1;PLAU;CDH1;BASP1;NEK2;FAM3C;KPNA2;PITX1;SLC16A3;SPINK1;IGFBP3;CDC25C;PDGFRL;MELK;LGSN;CCNE1;DKC1;EEF1A2;ADAM12;FSCN1;TIMELESS;XPR1;RASAL1;PKMYT1;FUT2;SEZ6L2;EFNA5;RAD51AP1;FUT8;CCNB1;IRAK1;UBD;EIF4EBP1;PMAIP1;ECT2;HSPA5;UBE2C;SLC52A2;TFPI2;GFPT1;IDH2;HMGA1;ASNS;NDC80;BCL9;GCLC;DAP;EFNA3;UBE2S;LCN2;CDK1;KDM5B;MCM7;ITGB4;FHL2;SLC2A1;SIX1;FOXM1;LMNB1;CKS1B;MDK;MYBL2;CA9;ABCC3;FGB;GPX2;MMP7;RFC4;MMP1;H2AFX;PLA2G4A;MMP9;CKAP4;CCNA2;ASPM;VCAN;PKM;AIM2;BIRC5;GAPDH;DTL;SLC25A13;MCM2;RGS17;UHRF1;FGL1;TTK;THBS2;AURKB;AURKA;HSPD1;SPOCK1;E2F3;MEST;MUC4;BUB1;DCAF13;E2F8;CTHRC1;MARCKSL1;RRM2;PRRX2;LIMK1;HSPE1;CYP24A1;RAD51;POU2AF1;IL2RA;P4HB;NECTIN1
Ovarian Carcinoma	163/2203	5.34395033398503e-11	8.05679307838266e-09	163	0.0739900136177939	BUB1B;MKI67;LAPTM4B;BAIAP2L1;PTTG1;PLAU;CDH1;TUBB3;PPAT;CHEK1;PCLAF;NEK2;EPHB2;TNS4;HES6;SPINK1;IGFBP3;KRT8;RUNX2;SFRP4;CLDN4;CLDN3;CCNE1;IL23A;DDIT4;EEF1A2;ADAM12;SCG5;HPRT1;STEAP1;HOXB7;TGFA;FUT2;HIF1A;CYP27B1;CCNB1;LDHA;EIF4EBP1;CHST15;PMAIP1;CLSPN;TFAP2A;RPL39L;CDT1;ST14;STIL;HSPA5;UBE2C;SLC52A2;TFPI2;PLK1;HMGA1;ASNS;FBXO32;CP;NDC80;SRPK1;GGCT;BCL9;GCLC;DAP;COL5A1;LCN2;CDK1;PAEP;HIST1H4H;CD24;MUC20;EZH2;APOBEC3B;TOP2A;GPI;FEN1;ITGB4;KIF14;SLC2A1;SIX1;FOXM1;PRSS22;WFDC2;TUBA1C;UCHL1;ATIC;MDK;MUC13;HORMAD1;TIMP1;CEP55;MMP7;PARP1;MMP1;ITGA2;H2AFX;PLA2G4A;MMP9;ETV4;SERPINB5;CKAP4;NME1;CCNA2;TOX3;ASPM;MMP14;VCAN;MMP13;PKM;CDCP1;ESPL1;KIFC1;CEACAM5;BIRC5;KIF2C;ANGPTL4;GAPDH;DTL;TNFRSF21;RGS17;PCNA;UHRF1;COL11A1;PVT1;TMPRSS4;TYMS;THBS2;BARX2;AURKB;AURKA;HSPD1;PAK1;NT5E;EPCAM;AGR2;SPP1;RAD54L;E2F3;CCL19;XDH;MEST;MUC4;SPDEF;E2F8;GALNT6;NQO1;MARCKSL1;RRM2;CDKN2A;SULF1;HSPE1;AGT;VMP1;CYP24A1;RAD51;FAP;KRT17;PSAT1;IL2RA;ZNF217;F2RL1;KCNK1;NECTIN4;MNX1-AS1;CDKN3;MAD2L1
Malignant neoplasm of ovary	153/2026	5.35709775990448e-11	8.05679307838266e-09	153	0.0755182625863771	BUB1B;MKI67;LAPTM4B;BAIAP2L1;PLAU;CDH1;TUBB3;CHEK1;PCLAF;NEK2;EPHB2;HES6;WDHD1;SPINK1;IGFBP3;CDC25C;RUNX2;SFRP4;CLDN4;CLDN3;CCNE1;IL23A;DDIT4;EEF1A2;ADAM12;SCG5;HPRT1;STEAP1;TGFA;FUT2;HIF1A;CYP27B1;CCNB1;LDHA;EIF4EBP1;CHST15;PMAIP1;TFAP2A;RPL39L;CDT1;ST14;STIL;HSPA5;SLC52A2;TFPI2;PLK1;HMGA1;ASNS;FBXO32;CP;NDC80;SRPK1;GGCT;BCL9;GCLC;DAP;COL5A1;LCN2;CDK1;PAEP;CD24;MUC20;EZH2;APOBEC3B;TOP2A;GPI;FEN1;ITGB4;KIF14;SLC2A1;SIX1;FOXM1;PRSS22;WFDC2;UCHL1;ATIC;MDK;MUC13;HORMAD1;TIMP1;CEP55;MMP7;PARP1;MMP1;ITGA2;H2AFX;MMP9;ETV4;CKAP4;NME1;CCNA2;TOX3;ASPM;MMP14;VCAN;PKM;CDCP1;ESPL1;KIFC1;CEACAM5;BIRC5;KIF2C;GAPDH;DTL;TNFRSF21;RGS17;PCNA;UHRF1;COL11A1;PVT1;TMPRSS4;TYMS;THBS2;BARX2;AURKB;AURKA;HSPD1;CST2;PAK1;NT5E;EPCAM;AGR2;SPP1;RAD54L;E2F3;XDH;MEST;MUC4;SPDEF;E2F8;GALNT6;NQO1;MARCKSL1;RRM2;CDKN2A;SULF1;HSPE1;AGT;VMP1;CYP24A1;RAD51;FAP;KRT17;PSAT1;IL2RA;ZNF217;F2RL1;P4HB;KCNK1;NECTIN4;MNX1-AS1;CDKN3;MAD2L1
Secondary malignant neoplasm of lung	69/683	2.46950412539272e-10	3.61877335297933e-08	69	0.101024890190337	GPI;SERPINE2;ITGB4;TNC;FHL2;SLC2A1;SIX1;PLOD2;ENO1;FOXM1;CXCL14;LOXL2;IL4I1;UCHL1;PTTG1;MDK;PLAU;PBK;TIMP1;FAM3C;PHLDA2;EPHB2;SPINK1;MMP7;S100A2;MMP1;IGFBP3;MMP9;CKAP4;NME1;MMP12;CLDN4;MMP14;VCAN;MMP13;PKM;CDCP1;TRAF4;IL23A;ADAM12;ANGPTL4;HOXB7;PTGES;LTF;COL15A1;TMPRSS4;TYMS;THBS2;HIF1A;UGT8;ADAM28;SPP1;CCL19;GINS2;MARCKSL1;TFPI2;SYNJ2;VMP1;FERMT1;GJB2;RAD51;NMU;LCN2;PAEP;HYOU1;HDGF;CD24;LGR4;EZH2
Squamous cell carcinoma of esophagus	91/1023	2.90235502460513e-10	4.14673974140458e-08	91	0.0889540566959922	GALNT14;MCM7;DIRAS1;TNC;BUB1B;MCM10;MKI67;TXNDC17;LOXL2;LAPTM4B;PTTG1;MDK;PLAU;CDH1;CA9;EPHB2;PRSS2;SOX4;DSP;MMP7;TPI1;S100A2;PARP1;MMP1;IGFBP3;MMP9;ILF2;SERPINB5;CKAP4;NME1;MMP11;CLDN4;MMP14;MMP13;SFRP2;PKM;CDCP1;CCNE1;CEACAM5;FSCN1;BIRC5;TFF1;GAPDH;HOXB7;PTGES;PCNA;CRABP2;MAGED1;PVT1;CDCA7;TGFA;THY1;TYMS;HIF1A;AURKB;AURKA;CCNB1;ADGRG1;LDHA;EPCAM;SPP1;EIF4EBP1;SERPINH1;SPOCK1;SFN;MUC4;CTHRC1;GALNT7;NQO1;HSPA5;GOLM1;CDKN2A;PLK1;IDH2;AKR1C2;FBXO32;GJB2;DAP;SLC6A8;KRT17;PSAT1;KRT16;IL2RA;NMU;FAT1;LCN2;HIST1H4H;MUC20;EZH2;CDKN3;MAD2L1
Noninfiltrating Intraductal Carcinoma	39/287	6.87239532238924e-10	9.46064040864122e-08	39	0.13588850174216	TOP2A;COL11A1;TNC;FHL2;SLC2A1;SIX1;MKI67;HIF1A;AURKA;PAK1;EPCAM;CDH1;PLAU;CHEK1;EIF4EBP1;NEK2;CA9;KPNA2;TFAP2A;NQO1;PARP1;CDKN2A;MMP1;IGFBP3;SULF1;MMP9;SERPINB5;AGT;CKAP4;NME1;MMP11;BCL9;MMP13;KRT15;IL2RA;COL5A2;FAT1;DEPDC1;EZH2
Cervix carcinoma	95/1105	6.95270161264971e-10	9.46064040864122e-08	95	0.085972850678733	MCM7;HILPDA;FHL2;KIF14;SLC2A1;SIX1;MCM10;FOXM1;CDC20;LAPTM4B;UCHL1;ATIC;PTTG1;MDK;PLAU;CDH1;CHEK1;MYBL2;CA9;TIMP1;EPHB2;SLC16A3;SOX4;IER3;MMP7;PARP1;MMP1;IGFBP3;MMP9;ETV4;ILF2;CKAP4;NME1;MMP14;VCAN;SFRP2;PKM;TRAF4;IL23A;CEACAM5;B3GNT3;TIMELESS;BIRC5;MCM4;GAPDH;HOXB7;IVL;MCM2;PTGES;PCNA;UHRF1;PRKDC;PVT1;STK39;THBS2;HIF1A;AURKA;RECQL4;UGT8;CCNB1;NT5E;CDC45;SPP1;CLSPN;TFAP2A;GALNT7;GINS1;NQO1;ST14;STIL;RRM2;SPAG5;UBE2C;CCL20;CDKN2A;TFPI2;PLK1;HMGA1;CDC6;NDC80;AGT;TPX2;DAP;SLC6A8;RAD51;AKR1B10;KRT17;UBE2S;LCN2;TACC3;PAEP;F2RL1;HDGF;EZH2;CDKN3
